perm_jaccard_mean,perm_cosine_mean
0.05377229068419783,0.10318028551599676
0.05397605209093515,0.10386381695765304
0.052948887803037185,0.1019481115788397
0.05319959918914259,0.1023224143457777
0.05322408800536184,0.1020241755427683
0.0517867716622339,0.10022862795322197
0.0532720562043072,0.10208555310016199
0.05278840462795894,0.10138019921799368
0.05335130997661528,0.10255678898802152
0.05301937140505932,0.10219990214722692
0.05254533964772358,0.10119152767484861
0.05398417258320402,0.10320945037096789
0.05333894380479828,0.10245875164698301
0.05324613486801192,0.1024291788916553
0.05352639324193838,0.10268327633544083
0.05287570454008286,0.10195122524074172
0.053057707031284915,0.10206997375572073
0.05344950504815725,0.10265918289948883
0.053334521013504284,0.10199458251812055
0.05325233080469993,0.10222787679274628
0.05351690329405366,0.10253662404425491
0.053522879608371536,0.10299153098206505
0.05375962856074001,0.10293519529053004
0.05239408817804288,0.1009044691401158
0.0527901219914003,0.10168172753287621
0.05310404651167833,0.10215801748231006
0.05377492257953042,0.10310636094667405
0.05360675229369982,0.10284160699174945
0.05339690339343992,0.10296232250394671
0.053128765539164444,0.10214888895305589
0.05329500651994003,0.10248275844664702
0.053964178766133984,0.1032830082755464
0.05265756018209042,0.10150758809502092
0.052792578588565085,0.10149971494125125
0.05401874694373001,0.10316835198958015
0.052738151765845405,0.10173718268248012
0.05272313084214893,0.10162121171785421
0.05313575018530954,0.10227537949217924
0.05275688671601487,0.10150051560978512
0.05336887917031777,0.10218585203178013
0.051934863459586915,0.10014334453814411
0.05354252032873517,0.10284856797401101
0.05327744059527718,0.10238319388898703
0.05264556864765002,0.10120158149920705
0.05298284636138862,0.10225968720028736
0.05301263774262185,0.10188083210249656
0.053721451443463526,0.10314318367930828
0.05285434237814396,0.10207836374035109
0.05279299308459984,0.101674274736937
0.0520677331957626,0.10035068539264257
0.053473872779406066,0.10273659579200117
0.05354205738305472,0.10281383798660468
0.052609607245132424,0.1016016784403832
0.052748351529831754,0.10144504525901507
0.05339115588238327,0.1031483315483434
0.05221624600445372,0.10060481753330211
0.05373369376080267,0.10319492200634767
0.053408413286248874,0.10265247392317804
0.05249638098725674,0.10113597223779783
0.05359043666552889,0.10272026518925151
0.05321903516618047,0.10240201242636454
0.05354887819669164,0.10294635530722764
0.0530768687674758,0.1017104222619313
0.053726824739120514,0.10299827831592905
0.05321375393927018,0.10193212949796815
0.05311093919050645,0.10198402384869046
0.052839854047853047,0.10156638732387546
0.05294731454867358,0.10144039922793499
0.05280562331445215,0.10165095816645324
0.053075761995138054,0.1017062814520001
0.05411429114774803,0.10330044378319182
0.053030864063091154,0.10223681561528301
0.05354282914745018,0.10265441983454869
0.05329277046716718,0.10241219915622891
0.05379648484290232,0.10315577678220256
0.05253614201231311,0.1011407451011969
0.05378165303634929,0.1029022571355158
0.053311158318825116,0.10292076628622679
0.05358218209276217,0.10269451173562273
0.053277134401944176,0.1025321608692117
0.0531441573674773,0.10241381464526936
0.052736458148749575,0.1015715119181034
0.0539520693248056,0.10299356170191985
0.053392613346700826,0.10243404623737072
0.05385345409254371,0.10347224189557491
0.05332169768130914,0.1026074991282742
0.053872907317614155,0.10368724587346559
0.05321274947004786,0.10227215562168539
0.05355987579492856,0.1026170074821564
0.0529280167107871,0.10159277437268555
0.05296358530060086,0.10166669665544545
0.052948543246640084,0.10182716502903459
0.05389571085726328,0.10343658751840697
0.052776408613766874,0.10156336883197964
0.053883515533522386,0.10354793295540338
0.05282329050361937,0.1014930973347009
0.05270335643389736,0.10143339797419264
0.053464137695951194,0.10296766613928293
0.05385971252751632,0.10315286682080427
0.05220876226761604,0.10054072332476557
0.05248901910208101,0.10095569041342374
0.053778684883108725,0.10263934552948842
0.05382814855681183,0.1032976814076954
0.05303083102029056,0.10200397360443324
0.052369471104856465,0.10096980726721042
0.05286815791366888,0.10170550299756387
0.05284848133163723,0.1016350784063283
0.05297742770606732,0.10176833883972071
0.0532621128151097,0.10272772417189108
0.053725832833195854,0.10294474185535006
0.05342278417967054,0.10227328191865862
0.052451234013533514,0.10123328174896268
0.053508995152119945,0.10245954349622091
0.05353206260399459,0.10280296055948204
0.05287638174583337,0.10171405128967534
0.05362461891837914,0.10264034467793458
0.052751600121385134,0.10173535613587577
0.05284370031876284,0.10137369225609143
0.05342484874158847,0.10259911220012048
0.05291716608648662,0.10160542983107554
0.053485962177562414,0.10336822003843549
0.05379593851840247,0.10307073958993358
0.05326501163875563,0.10203434179624221
0.05385081276908052,0.10303895745770325
0.05326276237390109,0.10199693193768453
0.05377809752849236,0.10280084637162658
0.053266267988148555,0.10246173483188857
0.053339601942127356,0.10206746846767595
0.05361102310233325,0.10277577638525767
0.05362543992313272,0.10292417106360419
0.05306440295637348,0.10210169824694175
0.05297999519836036,0.10211853053797354
0.05379532865539581,0.10355333063703563
0.05396152847833399,0.10335674566441085
0.05328307928872062,0.10219268529186915
0.05285821055091629,0.10183638176790918
0.0539840750564398,0.10349922170333803
0.05402112692059038,0.10316601603153443
0.053213779705202295,0.10258966826028132
0.05299945368188443,0.10219312247432714
0.05297447710653994,0.10210370557803654
0.053214063258249754,0.10203666901144874
0.0534324229132389,0.10259010513954868
0.053484831059381885,0.10261771833428757
0.05236888343650369,0.10093615907322379
0.053483680009711855,0.10264259656051813
0.053206934310713216,0.10225237929589945
0.053437918553938375,0.10255756678510529
0.05302651815559913,0.10160927910866253
0.053190176141299436,0.10202113993554075
0.05286558528053676,0.10129350861000597
0.05328273979919581,0.10260868337486674
0.054282210101641165,0.1038035168671705
0.05314120528473249,0.10192103825821966
0.053351957651596754,0.10266102528333719
0.053918625739942584,0.10352376551317763
0.05338398084254493,0.10296815693547766
0.05311600383640032,0.10214452512219976
0.053305219239687486,0.10235100852077587
0.05338186043832916,0.10227779976358925
0.053676374656763934,0.10303404616329517
0.05344913241366979,0.1024723826670149
0.05315911227953941,0.10236560754556924
0.05252968448346714,0.10113865832618832
0.05315953186558854,0.10261828856240394
0.053313897876790306,0.10240107038171634
0.053123210722022064,0.10255348928280926
0.05280982045830409,0.10169380583006221
0.0536797856096185,0.10338193631256487
0.052585643682322165,0.10126822200523444
0.053511572904706706,0.10308002016459193
0.05291767787581414,0.10171542778345195
0.05335676265051305,0.10257360400608442
0.05326083813652395,0.10210190847347766
0.05286596164463535,0.10176835085064749
0.052254052641873674,0.10070480550204684
0.053225541791112684,0.10228461483348443
0.052537389240208086,0.10106941214139037
0.05312991909813987,0.10224044513739625
0.05370588046250698,0.10280095641844351
0.053822934887954685,0.10319945975784979
0.053568100192023634,0.10261359189877874
0.053203207379889705,0.10161800167702822
0.05296641799250791,0.10175065748510564
0.05351823069141448,0.10265279430348982
0.05387852387294071,0.10349682983990298
0.053839678185208115,0.10298075719010104
0.05355276724816791,0.10273004350000303
0.053028629239851584,0.1017649891138006
0.053823933192886385,0.10329227364969773
0.0530270795889531,0.10192980036758906
0.052781748908513386,0.10133810857705039
0.05273422576619472,0.10173804299011557
0.0534066797607687,0.10283207514145261
0.052461388004300585,0.10119746761306303
0.05304752050764877,0.1018878229795024
0.05361044291722364,0.10289286126104284
0.053042896275024155,0.10180594007876932
0.05374138196113725,0.10309704578614681
0.05296999332610378,0.1019786115341182
0.053548307516608815,0.10211986610324644
0.05219108184622764,0.10070803604478551
0.053233150537042646,0.10238207126300077
0.053824206294937595,0.10336224177542198
0.052658496749057655,0.10149473702490946
0.052790099869468234,0.10157670186046155
0.05304685065148855,0.1020150040636296
0.05370522050530168,0.10284362440228549
0.053663708857449074,0.10302985630711378
0.053348482796553076,0.1023796687841215
0.05312750467369558,0.10229282674055291
0.053285607891833224,0.10217609243320103
0.05283882239971301,0.1016091690837427
0.05303208333080324,0.10217168679993444
0.053299943535021335,0.10257685714626646
0.05323396352071922,0.10157160825480771
0.05272985786053687,0.10178400911136658
0.05299338149084787,0.1020428662277624
0.05353210025946738,0.10275969167649418
0.05308932713334364,0.10185805815527987
0.05249484227509598,0.10111067990427931
0.05292605017128419,0.1017809155857359
0.05293440622100843,0.10119703254510347
0.0539839623292784,0.10354369038286365
0.053699809847182964,0.10292023633149529
0.053027931564777746,0.10182646725963476
0.05295142270189625,0.1019015548896275
0.053173783275091445,0.10237043020905738
0.05313042554142535,0.10197977807485296
0.053010970305306056,0.10230132487727836
0.051457465063419354,0.09899564572005264
0.05276954471571372,0.10180983956831596
0.053985034094374516,0.10334338104016795
0.05353896650776069,0.10304512864074242
0.052749594883550785,0.10130366930809714
0.05299476159057924,0.10182311736404871
0.054362947490217736,0.10408463443696014
0.05352468465571978,0.10263659819885748
0.05361009496018458,0.10295532656479221
0.05362695211035946,0.10315130538245394
0.05332647704853207,0.10295538980644314
0.052575686890267204,0.10089039156502533
0.05342688515547713,0.10274209515337718
0.05357443728102149,0.10295573316190502
0.05341499415986088,0.10265439944937176
0.05262998818451584,0.101272943616946
0.05310484676347152,0.10188319889217494
0.05232985719046526,0.10045191441435436
0.052664997019509364,0.10118183562425291
0.05294637715591463,0.10182131600888879
0.05303268596190738,0.10220218793000345
0.05322133117402496,0.10214347910176116
0.05290530500604705,0.10185292716325325
0.05280003474318291,0.10149730224433454
0.053359892551716234,0.10252612332546941
0.05252732648822162,0.10059589885965135
0.05358363017984707,0.10301219502291396
0.05236548136061722,0.10073480172668071
0.05299804752262401,0.1015222509369782
0.05249163480168693,0.10097276410340236
0.05257323193121073,0.10125953944188598
0.05368941746852203,0.10327788618546083
0.05362766648318217,0.10282137386084571
0.05259560366835144,0.10118067240440778
0.05323112256371795,0.10216533528308967
0.05325913801203408,0.1024815863761982
0.05279048065517033,0.10161169272994455
0.05440571465581278,0.10416266837452004
0.05249331804219271,0.10162174603611429
0.05228527150706911,0.10088981747965016
0.05307298475489626,0.10159958603490826
0.05246364951066059,0.10131609023383811
0.05282877832309866,0.10164977902232496
0.05234103031748529,0.10101850002060009
0.053027515801786905,0.10175736300269955
0.05344238946217394,0.10276909264374612
0.052437832656059336,0.10107860196865301
0.05323244497110266,0.10251519524035267
0.05340333603597282,0.10244923417938404
0.05273630617758681,0.10157006297230789
0.05350931788128043,0.10284204253036855
0.0529018144160679,0.10142094807041971
0.05275035164564827,0.10176366647979186
0.05314589306406616,0.10206814070688536
0.05345499854132954,0.10268242711971297
0.0532357574400919,0.10234140124016129
0.05352343122369465,0.10312608785860945
0.05353307141872981,0.10270526037592694
0.05363905252693263,0.10296177134831629
0.05354330865451693,0.10286628372470787
0.053763371407168394,0.10294002046154763
0.05418977036493922,0.10397735424149361
0.05377488129280037,0.10359904828168738
0.05286179548562255,0.10151980519993395
0.053407667167021916,0.10305298534738982
0.0527381884995161,0.10176792483538209
0.05331956223664024,0.10210858450398691
0.052660579293037094,0.10148085039048207
0.0542309499659383,0.10402512113656943
0.05281017329722521,0.10191929368969758
0.05319207909872104,0.10231169960562987
0.05340509435702858,0.10290538607002417
0.053035579595720375,0.10240396999208341
0.05317932777152167,0.10232058012412915
0.05242237336526429,0.10123149069668232
0.05349380461134534,0.10259644450445372
0.05349545856971308,0.1030481861972518
0.05255118502637761,0.10161151715908825
0.05365177978687308,0.10323782356106886
0.052705642890284427,0.10115534515996925
0.05414350481765834,0.10355206411735414
0.052914777088752446,0.1019766717900774
0.05349520910569364,0.10244461415235791
0.053923165177246955,0.10318793981842693
0.053046125260981375,0.10180345729527002
0.05271199796903341,0.1015869652683574
0.05366133676317936,0.1028996388979149
0.05307498570060563,0.10176749267578249
0.05272127495793143,0.10124362016098835
0.05258015327810599,0.10109360890361638
0.053262822969041876,0.10254735431779699
0.05277341791610467,0.10168339594345963
0.05329337887837399,0.10240047096377394
0.05358302210778903,0.10317031489559214
0.05269486254894472,0.10124230239632027
0.05373396262609414,0.10337338497426621
0.05223732560735644,0.10087955375404493
0.05261224488856421,0.10091154490253856
0.05309498018843004,0.10193982848407199
0.05330429080496717,0.10249396739102823
0.052370603824674546,0.10112927123298433
0.05323617156372945,0.10210670808427873
0.05232374898418802,0.10083163070946939
0.053230721127510476,0.10205961684410396
0.05309338569548838,0.10230649135044678
0.0531799717202608,0.10206898041806246
0.05316753755464565,0.10208704727292096
0.05313790569673198,0.10240677269158804
0.052883097756130544,0.10143454661487017
0.05310436230407115,0.10209139441932026
0.05251523251481588,0.10138436468668019
0.05374122486055996,0.10270045195934167
0.05243824955704038,0.10139627133055894
0.05401322574420546,0.10356419414631612
0.05392650253840803,0.10322672200600927
0.05277638383701255,0.10176664535843818
0.05219891755034995,0.10060411435224217
0.05257343200173879,0.10145851257524835
0.05300010426947346,0.10205135162982155
0.05254966135825846,0.10093268423967443
0.053509238069271964,0.10259993511237532
0.0534661163898838,0.10277322552656012
0.052806130436254865,0.1015098335539174
0.05400919588073986,0.10317202257253175
0.05375702010797643,0.10329387854918233
0.05353974010374989,0.102902879351802
0.05273701221779314,0.10150222371778272
0.05276971734287445,0.10204098133468122
0.05344356976205179,0.10272550272673742
0.05244406564286412,0.10097680102505834
0.05345432326852926,0.10259777391334535
0.052883762213446685,0.10180171794772383
0.054037116501201174,0.10342731255319668
0.053660548073934985,0.10298569977631049
0.05367294734552897,0.1032122577113766
0.052764694316414756,0.10144982205488472
0.05321829015652876,0.10232466190738189
0.053668234745280596,0.10285657347404999
0.05309535312757284,0.10206655525107555
0.05443139781285916,0.10406582743137298
0.05322316204794346,0.10200526735169674
0.05344800517918568,0.10297019160649613
0.05251762231615173,0.10127709864401027
0.0532893750084532,0.10226339952288749
0.05296914438028151,0.10201363679102302
0.0544112761323107,0.10419707241478897
0.05263809491727544,0.10120218491613521
0.05273650336018734,0.10137011291052898
0.05363504312751749,0.10268966173341931
0.053775935143137436,0.10305772756736878
0.05356362557307142,0.1027278396041868
0.052881810650316746,0.10147914567177509
0.053723150767720496,0.10292349683646378
0.05321357777488523,0.10226822891748262
0.053724453082866074,0.10299401458265948
0.05264195592940238,0.10150222029777026
0.053411552321326626,0.10207246076971822
0.05228859833418606,0.10036139292340748
0.05300626535388395,0.10209758610646913
0.053942205179024254,0.10277435107903186
0.052506527467757136,0.10099149420048921
0.053697942795150354,0.10367326148048693
0.05275151246581999,0.10168095006501796
0.054111452036401525,0.10354805280366355
0.05319405211105133,0.10221576635689399
0.052736832540278104,0.10178248359015939
0.053405033417832315,0.10255751853650648
0.05366156808782966,0.10291546137939461
0.053376548450530685,0.10220841369488393
0.05391399244470054,0.10318624108013714
0.052827604420543454,0.10153814277925043
0.05388957059326211,0.10321944464467366
0.05347475899087412,0.10277383574035982
0.053431537466924445,0.10270742370223476
0.05345665411034266,0.1023233825008529
0.05228622220821308,0.10098914196051988
0.05299567097694436,0.10174426560102605
0.05346287890733826,0.10226466855993017
0.05318129707196357,0.10216134243916547
0.053155830510434036,0.1023094863379637
0.052667277067808306,0.10122460073342444
0.05271289213867008,0.10140984182767751
0.052981525380318174,0.10200069412679738
0.05284961999948458,0.10189108492371102
0.05297644501647923,0.10177846408816091
0.053374595914407776,0.10227490575990565
0.0531232068314416,0.10197960232180765
0.05412676744001921,0.10352739995463234
0.05250734723872984,0.10135751343523007
0.05231596224425669,0.10089493704728476
